petition_id,slug,title,created_at,signatures_total,comment_total,state,granularity,n_decision_makers
491204102,opposition-to-data-center,OPPOSITION TO DATA CENTER,2026-04-23T16:54:24+00:00,455,9,UT,county,1
490745755,opposition-to-the-proposed-data-center-at-2300-darbytown-road-henrico-va23231,"Opposition to the Proposed Data Center at 2300 Darbytown Road, Henrico VA23231",2025-08-31T13:37:38+00:00,271,9,VA,city,3
491317293,ordinance-to-enact-a-24-month-moratorium-on-data-center-development-in-jefferson-county-ia,"Ordinance to Enact a 24-Month Moratorium on Data Center Development in Jefferson County,IA",2026-05-31T17:22:17+00:00,766,3,IA,county,3
491259652,our-homes-our-health-our-water-stop-the-inverness-industrial-data-center,Our Homes. Our Health. Our Water. Stop the Inverness Industrial Data Center.,2026-05-18T02:00:44+00:00,965,3,CO,city,1
491177375,our-water-our-land-our-communities-wisconsin-deserves-a-say-on-data-centers,Our Water. Our Land. Our Communities. Wisconsin Deserves a Say on Data Centers.,2026-04-07T18:26:50+00:00,631,4,WI,state,6
490656217,pass-stronger-water-use-rules-for-data-centers-nationwide,Pass Stronger Water Use Rules for Data Centers Nationwide,2025-07-15T18:46:52+00:00,329,2,,none,6
491393422,pass-the-indianapolis-data-center-moratorium-before-it-s-too-late,Pass the Indianapolis Data Center Moratorium Before It's Too Late,2026-07-10T18:06:21+00:00,1094,22,IN,city,1
491371787,pass-the-oshkosh-data-center-moratorium-to-protect-our-water,Pass the Oshkosh Data Center Moratorium to Protect Our Water,2026-06-29T16:47:27+00:00,1874,48,WI,state,6
491242123,pass-the-power-act-in-illinois-to-regulate-data-centers,Pass the POWER Act in Illinois to regulate data centers,2026-05-15T01:36:03+00:00,141,0,IL,state,3
490930758,pause-all-hyperscale-data-centers-in-kentucky-until-stronger-regulations-are-in-place,Pause All Hyperscale Data Centers in Kentucky Until Stronger Regulations Are in Place,2025-12-17T22:16:02+00:00,674,3,KY,state,6
491380897,pause-approval-of-data-centers-in-houston-county-texas,"Pause Approval of Data Centers in Houston County, Texas",2026-07-04T18:40:52+00:00,75,3,TX,county,0
491027299,pause-data-center-development-in-hood-county-to-protect-our-water-community,Pause Data Center Development in Hood County to Protect Our Water & Community!,2026-02-11T18:27:12+00:00,258,4,TX,state,1
490991170,pause-data-center-expansion-in-pennsylvania-until-a-statewide-impact-study-is-completed,Pause Data Center Expansion in Pennsylvania Until a Statewide Impact Study Is Completed,2026-01-27T03:37:28+00:00,291,1,PA,state,0
491413958,pause-data-center-operations-for-thorough-investigation,Pause data center operations for thorough investigation,2026-07-18T23:59:20+00:00,29,1,TX,state,3
491219278,pause-meta-data-center-construction,Pause Meta data center construction,2026-05-04T00:37:46+00:00,316,8,TX,city,3
491002645,pause-new-data-centers-in-illinois-until-communities-have-a-voice,Pause New Data Centers in Illinois Until Communities Have a Voice,2026-01-30T22:28:57+00:00,867,6,IL,state,3
490997839,pause-new-ne-and-central-pa-data-centers,Pause new NE and Central PA data centers,2026-01-29T15:21:07+00:00,74,1,,none,0
490997842,pause-the-east-manchester-data-center-zoning,Pause the East Manchester Data Center Zoning,2026-01-29T15:21:32+00:00,322,5,PA,city,3
491017978,pause-utility-approvals-for-data-centers-in-michigan-until-there-s-public-protections,Pause Utility Approvals for Data Centers in Michigan Until There's Public Protections,2026-02-06T20:16:51+00:00,138,0,MI,state,2
491434929,permanent-ban-on-data-centers-in-marion-county-fl,"Permanent ban on data centers in Marion County, Fl",2026-07-25T21:22:13+00:00,49,2,FL,county,2
490950813,petition-against-ai-data-centers-the-rescinding-of-the-roadless-rule,Petition against AI data centers & the rescinding of the Roadless Rule,2026-01-03T17:03:08+00:00,673,13,,none,0
491309381,petition-against-data-center-on-cathill-road-in-sellersville,Petition Against Data Center on Cathill Road in Sellersville,2026-05-27T13:03:52+00:00,3811,20,PA,city,4
491382796,petition-against-data-centers-in-cathedral-city,Petition Against Data Centers in Cathedral City,2026-07-06T01:20:43+00:00,386,2,CA,city,5
491312627,petition-against-the-data-center-in-lexington-nc,"Petition Against The Data Center in Lexington, NC",2026-05-28T22:27:56+00:00,1322,9,NC,county,9
491326118,petition-against-wythe-county-data-centers,Petition Against Wythe County Data Centers,2026-06-04T17:14:17+00:00,1882,19,,none,5
491370921,petition-for-a-joint-special-meeting-on-ai-data-centers,Petition for a Joint Special Meeting on AI Data Centers,2026-06-29T02:25:23+00:00,1330,12,CT,city,0
491366602,petition-for-a-moratorium-on-data-center-development-in-defiance-oh,"Petition for a Moratorium on Data Center Development in Defiance, OH",2026-06-26T02:05:00+00:00,425,0,OH,city,9
491184872,petition-for-a-one-year-moratorium-on-data-centers-in-vance-county,PETITION FOR A ONE-YEAR MORATORIUM ON DATA CENTERS IN VANCE COUNTY,2026-04-12T11:18:32+00:00,760,11,NC,city,6
491339306,petition-for-an-18-month-moratorium-on-data-centers-in-lawrence-county-tn,"Petition For an 18 Month Moratorium on Data Centers in Lawrence County, TN",2026-06-10T13:57:26+00:00,7370,37,TN,county,11
491181488,petition-for-moratorium-on-bess-and-data-centers-in-reno-county-kansas,"Petition for Moratorium on BESS and Data Centers in Reno County, Kansas",2026-04-10T05:40:57+00:00,1031,15,KS,county,1
491401682,petition-for-moratoriums-on-data-centers-in-early-county,Petition For Moratoriums On Data Centers in Early County,2026-07-14T16:50:53+00:00,26,1,GA,county,5
491342313,petition-for-responsible-data-center-development-in-harris-county-georgia,"Petition for Responsible Data Center Development in Harris County, Georgia",2026-06-11T20:33:39+00:00,11,0,GA,county,3
491437322,petition-for-strict-regulation-of-data-centers,Petition for Strict Regulation of Data Centers,2026-07-26T19:40:57+00:00,12,0,GA,county,3
491016497,petition-for-transparency-accountability-and-community-protection-regarding-data-center,"Petition For Transparency, Accountability, And Community Protection Regarding Data Center",2026-02-06T01:54:43+00:00,382,5,MT,county,3
491048205,petition-for-transparency-accountability-and-community-protection-regarding-data-center-5be060a2-ad7f-45ed-9c35-5e9d8350351a,"PETITION FOR TRANSPARENCY, ACCOUNTABILITY, AND COMMUNITY PROTECTION REGARDING DATA CENTER",2026-02-23T03:45:31+00:00,52,0,MT,city,1
491048480,petition-for-transparency-accountability-and-community-protection-regarding-data-center-b2d63b33-12cc-4854-8e30-71a6f6cb4832,"Petition for Transparency, Accountability, and Community Protection Regarding Data Center",2026-02-23T06:51:34+00:00,69,0,MT,city,3
491054758,petition-for-transparency-accountability-and-community-protection-regarding-data-center-d7135a15-2195-41e8-b84c-d3acddbfa3c8,"PETITION FOR TRANSPARENCY, ACCOUNTABILITY, AND COMMUNITY PROTECTION REGARDING DATA CENTER",2026-02-26T08:25:55+00:00,447,2,MT,city,3
491316856,petition-for-transparency-and-accountability-in-data-center-development,Petition for Transparency and Accountability in Data Center Development,2026-05-31T11:12:48+00:00,164,1,WV,state,3
491204473,petition-for-transparency-community-input-on-potential-ai-data-center-in-roaring-spring,Petition for Transparency & Community Input on Potential AI Data Center in Roaring Spring,2026-04-23T21:10:41+00:00,795,11,PA,city,8
491298195,petition-no-industrial-scale-data-centers-in-monroe-county-tn,"Petition: No Industrial-Scale Data Centers in Monroe County, TN",2026-05-22T15:06:36+00:00,1145,14,TN,county,1
491370733,petition-on-the-presence-of-hyperscale-data-centers-in-west-virginia-communities,Petition on the Presence of Hyperscale Data Centers in West Virginia Communities,2026-06-28T22:38:28+00:00,212,2,WV,state,3
491401680,petition-requesting-an-immediate-moratorium-on-data-center-development-in-caroline-county,Petition Requesting an Immediate Moratorium on Data Center Development in Caroline County,2026-07-14T16:50:27+00:00,2805,32,MD,state,3
491219295,petition-to-halt-or-require-full-environmental-review-of-the-proposed-inyokern-datacenter,Petition to Halt or Require Full Environmental Review of the Proposed Inyokern Datacenter,2026-05-04T00:59:27+00:00,872,21,CA,city,3
491310687,petition-to-immediately-end-construction-of-the-new-cenla-ai-data-center,Petition to immediately end construction of the new Cenla AI Data Center,2026-05-28T01:04:37+00:00,118,1,LA,city,2
491319138,petition-to-keep-data-centers-out-of-lee-and-whiteside-county,Petition To Keep Data Centers Out of Lee and Whiteside County.,2026-06-01T18:10:45+00:00,2889,35,IL,county,0
491015463,petition-to-oppose-the-development-of-a-data-center-in-louisville,Petition to Oppose the Development of a Data Center in Louisville,2026-02-05T14:15:03+00:00,398,7,KY,city,1
491386134,petition-to-pause-ai-data-center-development-in-decatur-county,Petition to Pause AI Data Center Development in Decatur County,2026-07-07T17:51:45+00:00,1093,6,IN,city,10
491310340,petition-to-pause-development-of-data-centers-in-parker-county-texas,"Petition to pause development of data centers in Parker County, Texas",2026-05-27T21:28:40+00:00,6127,62,TX,county,10
491250340,petition-to-protect-granville-township-from-large-scale-data-center-development,Petition to Protect Granville Township From Large-Scale Data Center Development,2026-05-17T01:40:05+00:00,3034,37,PA,county,0
491037521,petition-to-protect-the-birthplace-of-american-liberty-it-s-farms-from-data-centers,🇺🇸 Petition to Protect the Birthplace of American Liberty & it's Farms from Data Centers,2026-02-17T18:54:33+00:00,2053,29,,none,3
491396949,petition-to-relocate-the-proposed-data-center-near-i-10-and-bolton-road-cibolo-texas,"Petition to Relocate the Proposed Data Center Near I-10 and Bolton Road, Cibolo, Texas",2026-07-12T06:59:27+00:00,3074,35,TX,city,10
491337397,petition-to-stop-data-centers-from-being-built-use-of-water-and-electricity-in-denton-t,"Petition to stop Data Centers from being built & use of water and electricity in Denton, T",2026-06-09T19:11:20+00:00,34,1,,none,0
491043597,petition-to-stop-the-ai-data-center-in-landover-md,"Petition to Stop the AI Data Center in Landover, MD",2026-02-20T14:56:27+00:00,335,6,MD,city,2
491143863,petition-to-the-bos-east-manchester-township-data-center-zoning-ordinance,PETITION TO THE BOS – EAST MANCHESTER TOWNSHIP - Data Center Zoning Ordinance,2026-03-19T11:00:47+00:00,347,5,PA,city,3
491102712,place-a-3-year-moratorium-on-data-centers-in-barber-county-kansas,"Place a 3-Year Moratorium on Data Centers in Barber County, Kansas",2026-03-12T17:46:29+00:00,407,6,KS,county,4
491285222,place-a-moratorium-on-ai-data-center-construction,Place a moratorium on AI data center construction,2026-05-19T19:54:56+00:00,277,3,,none,2
490883634,place-a-moratorium-on-the-construction-of-data-centers-in-bartow-county,Place a moratorium on the construction of data centers in Bartow County,2025-11-13T13:47:41+00:00,55,0,GA,county,3
491406229,place-a-permanent-ban-on-ai-data-centers-in-adirondack-park,Place a permanent ban on AI data centers in Adirondack Park.,2026-07-16T12:50:16+00:00,216,2,,none,3
491431382,postpone-marion-county-data-center-workshop,Postpone Marion County data center workshop,2026-07-24T16:22:11+00:00,3369,49,FL,county,5
491286488,preserve-and-protect-our-water-rights-land-and-communities-stop-data-centers-gov-abuse,"PRESERVE AND PROTECT OUR WATER RIGHTS, LAND AND COMMUNITIES ! STOP DATA CENTERS/GOV ABUSE!",2026-05-19T21:21:50+00:00,185,0,,none,0
491405104,preserve-monticello-say-no-to-data-centers,Preserve Monticello- Say NO to Data Centers,2026-07-16T04:07:09+00:00,198,2,GA,city,1
490072274,preserve-powhatan-and-block-the-data-center-zoning-proposal,Preserve Powhatan and Block the Data Center Zoning Proposal,2024-05-23T18:05:10+00:00,487,18,VA,city,6
491289187,prevent-a-data-center-from-being-built-in-lavon-texas,"Prevent a data center from being built in Lavon, Texas",2026-05-20T02:54:58+00:00,2647,22,TX,city,6
491348944,prevent-ai-data-centers-in-beautiful-summit-nj,"PREVENT AI DATA CENTERS IN BEAUTIFUL SUMMIT, NJ!",2026-06-15T17:37:26+00:00,1726,6,NJ,city,8
491370459,prevent-ai-data-centers-in-mount-shasta-ca,"Prevent AI data centers in Mount Shasta, CA",2026-06-28T18:29:16+00:00,31,1,,none,0
490505114,prevent-blackstone-from-building-data-centers-near-union-township-schools,Prevent Blackstone from Building Data Centers Near Union Township Schools,2025-03-31T14:30:20+00:00,2805,42,IN,city,3
491194540,prevent-chemical-waste-from-data-centers-in-your-area,Prevent Chemical Waste From Data Centers in Your Area,2026-04-17T12:53:24+00:00,92,0,NJ,city,3
490956068,prevent-construction-of-ai-data-center-in-greenleaf,Prevent construction of ai data center in Greenleaf,2026-01-07T22:43:00+00:00,1117,19,WI,state,3
491052347,prevent-construction-of-data-centers-in-atascosa-county,Prevent construction of data centers in Atascosa County,2026-02-24T23:13:08+00:00,79,1,TX,state,3
491072972,prevent-data-center-development-in-our-community,Prevent data center development in our community,2026-03-10T05:56:02+00:00,101,4,CA,city,0
491112425,prevent-data-center-vote-without-resident-safeguards,Prevent data center vote without resident safeguards,2026-03-14T13:18:24+00:00,224,1,PA,city,5
491335230,prevent-data-centers-from-being-built-on-the-niagara-river,Prevent data centers from being built on the Niagara River,2026-06-08T22:09:38+00:00,1304,12,NY,city,9
491226386,prevent-data-centers-from-exploiting-rockdale-county,Prevent data centers from exploiting Rockdale County,2026-05-07T23:42:54+00:00,401,11,GA,county,0
491216787,prevent-data-centers-in-brantley-county-ga,"Prevent data centers in Brantley County, GA",2026-05-02T01:23:29+00:00,553,3,,none,0
491213735,prevent-the-building-of-a-data-center-in-putnam-county-wv,"Prevent the building of a data center in Putnam County, WV",2026-04-30T01:18:47+00:00,48,1,WV,state,2
491345620,prevent-the-construction-of-a-data-center-at-nashville-zoo,Prevent the construction of a data center at Nashville Zoo,2026-06-13T23:10:01+00:00,328,14,,none,1
491348132,prevent-the-construction-of-a-data-center-in-avon-lake,Prevent the construction of a data center in Avon Lake,2026-06-15T10:07:57+00:00,190,0,OH,city,8
491145285,prevent-the-construction-of-a-data-center-in-jackson-ohio,"Prevent the construction of a data center in Jackson, Ohio",2026-03-19T20:29:21+00:00,2239,28,OH,city,1
490457608,prevent-the-construction-of-a-data-center-on-farm-land-in-leesburg-in,"Prevent the Construction of a Data Center on Farm Land in Leesburg, IN",2025-03-07T04:46:44+00:00,2442,41,IN,city,3
491064742,prevent-the-construction-of-data-centers-in-commercial-point-and-scioto-township,Prevent the construction of data centers in Commercial Point and Scioto Township,2026-03-05T00:08:10+00:00,800,13,OH,city,0
491307393,prevent-the-construction-of-data-centers-in-my-area,Prevent the construction of data centers in my area,2026-05-26T15:50:45+00:00,186,0,,none,0
491342649,prevent-the-construction-of-the-data-center-at-berry-hill,Prevent the Construction of the Data Center at Berry Hill,2026-06-12T01:04:43+00:00,746,3,VA,city,12
491305996,prohibit-ai-data-centers-in-pennsylvania,Prohibit AI data centers in Pennsylvania,2026-05-25T21:40:20+00:00,87,4,PA,state,5
491357266,prohibit-data-centers-in-plumsted-township-zoning-districts,Prohibit data centers in Plumsted Township zoning districts,2026-06-20T12:21:59+00:00,238,0,NJ,city,3
491307344,prohibit-data-centers-in-the-chisago-lakes-lindstrom-area,Prohibit data centers in the Chisago Lakes & Lindstrom area,2026-05-26T15:24:49+00:00,613,5,MN,city,6
491323678,prohibit-the-construction-and-use-of-data-centers-in-washington-state,Prohibit the Construction and use of data centers in Washington State,2026-06-03T19:42:24+00:00,196,5,,none,3
491219864,promote-data-centers-away-from-valuable-farmland,Promote data centers away from valuable farmland,2026-05-04T13:37:37+00:00,57,0,,none,8
491311890,protect-2-400-acres-of-oklahoma-farmland-from-data-center-impacts,"Protect 2,400+ Acres of Oklahoma Farmland from Data Center Impacts",2026-05-28T15:45:39+00:00,1630,10,OK,city,0
491358115,protect-adair-county-farmland-and-rural-communities-from-data-center-development,PROTECT ADAIR COUNTY FARMLAND AND RURAL COMMUNITIES FROM DATA CENTER DEVELOPMENT,2026-06-20T23:59:04+00:00,74,0,KY,county,6
491400725,protect-banning-plan-for-data-centers-before-they-re-approved,Protect Banning: Plan for Data Centers Before They’re Approved,2026-07-14T05:20:01+00:00,340,0,CA,city,6
491367608,protect-big-oaks-national-wildlife-refuge-from-jefferson-county-s-data-center,Protect Big Oaks National Wildlife Refuge from Jefferson County's Data Center,2026-06-26T17:20:10+00:00,975,13,IN,state,3
490954562,protect-boling-wharton-county-from-industrial-data-centers,Protect Boling & Wharton County from Industrial Data Centers,2026-01-06T20:21:18+00:00,552,14,,none,0
491353096,protect-calvert-alabama-from-an-ai-data-center-invasion,"Protect Calvert, Alabama from an AI data center invasion",2026-06-17T20:45:14+00:00,383,2,AL,state,3
491315651,protect-coffee-county-demand-a-responsible-data-center-at-arnold-air-force-base,Protect Coffee County: Demand a Responsible Data Center at Arnold Air Force Base,2026-05-30T15:32:29+00:00,699,7,TN,county,2
491323724,protect-davie-county-from-industrial-data-center-development,Protect Davie County from industrial data center development,2026-06-03T20:01:10+00:00,3948,51,NC,city,5
490121044,protect-east-stratford-oppose-the-data-center-and-hold-politicians-accountable,Protect East Stratford: Oppose the Data Center and Hold Politicians Accountable,2024-07-02T18:52:43+00:00,521,4,VA,city,1
491342602,protect-falls-county-from-ai-data-centers,Protect Falls County from AI data centers,2026-06-12T00:21:45+00:00,196,0,TX,city,4
491364480,protect-florida-s-natural-landscapes-halt-new-data-centers,"Protect Florida's Natural Landscapes, Halt New Data Centers",2026-06-24T19:40:18+00:00,330,1,FL,state,3
490646001,protect-hobart-from-unwanted-rezoning-for-data-center,Protect Hobart from Unwanted Rezoning for Data Center,2025-07-08T13:50:39+00:00,544,1,IN,city,3
491109397,protect-indiana-communities-from-data-center-incentives,Protect Indiana communities from data center incentives,2026-03-13T20:36:29+00:00,300,7,IN,state,3
491014215,protect-irwin-county-from-data-centers,Protect Irwin County from DATA CENTERS,2026-02-04T23:22:20+00:00,853,21,GA,state,9
491222534,protect-kansas-city-stop-unchecked-data-centern-expansion-in-our-communities,Protect Kansas City: Stop Unchecked Data Centern Expansion in Our Communities,2026-05-06T01:57:32+00:00,56,0,,none,3
491333519,protect-kings-mountain-from-data-center-deception-with-land-use-disclosure-laws,Protect Kings Mountain from Data Center Deception with Land Use Disclosure Laws,2026-06-08T02:49:53+00:00,339,1,NC,state,4
491384994,protect-lakeland-s-grid-pass-the-data-center-moratorium,Protect Lakeland's Grid: Pass the Data Center Moratorium,2026-07-07T03:09:20+00:00,1544,31,FL,state,3
491331236,protect-local-zoo-animals-from-new-data-center,Protect local zoo animals from new data center,2026-06-06T22:36:16+00:00,271,3,TN,city,1
491281092,protect-lopatcong-say-no-to-data-centers,🚨 Protect Lopatcong: Say NO to Data Centers,2026-05-19T14:51:47+00:00,1065,1,NJ,city,5
490839775,protect-mainers-from-utility-rate-hikes-caused-by-ai-data-centers,Protect Mainers From Utility Rate Hikes Caused by AI Data Centers,2025-10-17T21:27:31+00:00,66,1,ME,state,4
491288920,protect-mccurtain-county-from-unwanted-large-scale-data-center-development,Protect McCurtain County from unwanted large-scale data center development,2026-05-20T02:07:15+00:00,823,12,OK,county,0
491320456,protect-michigan-s-great-lakes-keep-industrial-data-centers-away-from-our-shorelines,Protect Michigan's Great Lakes: Keep Industrial Data Centers Away From Our Shorelines!,2026-06-02T09:56:28+00:00,1909,14,,none,3
491357363,protect-mount-vernon-alabama-stop-industrial-data-center-development-near-our-community,"Protect Mount Vernon, Alabama: Stop Industrial Data Center Development Near Our Community",2026-06-20T13:55:11+00:00,345,0,AL,county,5
491170264,protect-nebraska-from-big-tech-s-data-center-drain-on-our-resources,Protect Nebraska from Big Tech's Data Center Drain on Our Resources,2026-04-02T20:55:46+00:00,658,11,NE,state,2
490914876,protect-nj-families-from-data-center-energy-costs,Protect NJ Families from Data Center Energy Costs,2025-12-05T23:20:41+00:00,179,2,NJ,state,1
491174748,protect-ohio-families-from-rising-utility-costs-due-to-mega-data-centers,Protect Ohio Families from Rising Utility Costs Due to Mega Data Centers,2026-04-06T04:17:44+00:00,16,0,OH,state,3
491170164,protect-our-grid-and-climate-no-new-data-centers,Protect Our Grid and Climate: No New Data Centers,2026-04-02T19:57:43+00:00,66,0,,none,72
491360794,protect-our-water-demand-accountability-for-hazardous-data-center-practices,Protect Our Water: Demand Accountability for Hazardous Data Center Practices,2026-06-22T18:12:01+00:00,583,6,,none,1
491362262,protect-our-water-demand-accountability-for-hazardous-data-center-practices-1fd4519e-1ccc-4fb0-85d8-db291558d628,Protect Our Water: Demand Accountability for Hazardous Data Center Practices,2026-06-23T14:48:49+00:00,7827,56,,none,1
491226243,protect-our-water-land-communities-require-independent-impact-reviews-before-approving-new-large-scale-data-centers,"Protect Our Water, Land & Communities: Require Independent Impact Reviews Before Approving New Large-Scale Data Centers",2026-05-07T21:38:32+00:00,85,2,,none,34
491204428,protect-people-and-wildlife-from-data-center-fallout,Protect people and wildlife from data center fallout,2026-04-23T20:38:45+00:00,73,1,,none,1
490968371,protect-red-lake-nation-from-data-center-developments,Protect Red Lake Nation from Data Center Developments,2026-01-16T16:32:32+00:00,210,2,MN,city,2
491361422,protect-rural-north-carolina-pause-large-data-center-projects-and-ensure-community-voice,Protect Rural North Carolina: Pause Large Data Center Projects and Ensure Community Voice,2026-06-23T01:59:17+00:00,624,5,NC,county,7
490941197,protect-rural-texas-water-and-energy-grid-from-ai-data-centers-do-not-chip-in-here,Protect Rural Texas Water and Energy Grid From AI Data Centers -Do not chip in here.,2025-12-27T08:19:06+00:00,4714,50,TX,state,3
491232754,protect-slavic-village-data-center-opposition,Protect Slavic Village - Data Center Opposition,2026-05-10T14:50:21+00:00,72,0,OH,city,16
491364559,protect-south-thomasville-community-from-industrial-development-potential-data-center,Protect South Thomasville Community from Industrial Development (Potential Data Center),2026-06-24T20:53:19+00:00,618,6,AL,city,0
491338269,protect-spokane-county-s-water-and-power-say-no-to-avista-s-data-center-deal,Protect Spokane County’s Water and Power: Say NO to Avista’s Data Center Deal,2026-06-10T04:25:27+00:00,4507,81,WA,county,0
490955684,protect-the-appalachian-mountains-from-ai-data-centers,Protect the Appalachian Mountains from AI data centers,2026-01-07T17:38:52+00:00,685,6,,none,3
491188582,protect-the-old-boy-scout-camp-from-being-replaced-by-a-data-center,Protect the old Boy Scout camp from being replaced by a data center,2026-04-14T13:02:07+00:00,2355,63,GA,city,12
491216423,protect-the-ozarks-stop-data-center-encroachment,Protect the Ozarks: Stop data center encroachment,2026-05-01T18:58:48+00:00,555,10,,none,3
490835403,protect-tippecanoe-county-say-no-to-unchecked-data-centers,Protect Tippecanoe County: Say No to Unchecked Data Centers,2025-10-15T16:43:45+00:00,150,8,IN,county,0
491410614,protect-washington-county-georgia-ai-data-centers-keep-large-scale-ai-data-centers,"Protect Washington County, Georgia 
- AI Data Centers
Keep Large-Scale AI Data Centers.",2026-07-17T16:14:45+00:00,41,1,GA,county,3
491011864,protect-west-virginia-from-harmful-data-center-developments,Protect West Virginia from harmful data center developments,2026-02-04T01:49:51+00:00,99,0,WV,state,3
491344430,protect-wyoming-county-from-unchecked-data-center-development,Protect Wyoming County from unchecked data center development,2026-06-13T02:15:58+00:00,214,7,PA,county,3
491223896,protest-marshfield-mo-data-center,"PROTEST MARSHFIELD, MO DATA CENTER",2026-05-06T19:06:00+00:00,732,20,MO,city,2
491360828,push-to-ban-new-data-centers-from-being-built-in-miami-florida,"Push to Ban New Data Centers From Being Built in Miami, Florida",2026-06-22T18:34:31+00:00,323,1,FL,city,9
491307314,put-a-3-year-moratorium-on-the-construction-of-any-ai-data-center-in-city-limits-of-marshfield-and-all-of-webster-county-missouri-more-studies-and-knowledge-are-needed,Put a 3 year moratorium on  the construction of ANY AI Data Center in city limits of Marshfield and ALL of Webster County Missouri! More studies and knowledge are needed.,2026-05-26T15:10:49+00:00,185,1,MO,city,0
490650025,put-a-pause-on-harmful-data-center-expansion-in-georgia,Put a Pause on Harmful Data Center Expansion in Georgia,2025-07-11T03:35:15+00:00,190,0,GA,state,3
490881259,put-community-first-restore-public-review-for-ai-data-centers,Put Community First: Restore Public Review for AI Data Centers,2025-11-12T00:59:18+00:00,83,5,VA,county,0
490900932,put-missouri-families-before-massive-data-centers,Put Missouri Families Before Massive Data Centers,2025-11-25T21:22:31+00:00,133,0,MO,state,7
491057030,put-to-vote-the-ai-data-center-proposal-in-wichita-falls,Put to vote the AI data center proposal in Wichita Falls,2026-02-27T16:07:14+00:00,51,0,TX,city,3
491393458,raise-awareness-about-ai-data-centers-in-our-communities-in-kentucky,Raise awareness about AI data centers in our communities in Kentucky,2026-07-10T18:19:30+00:00,13,1,KY,state,3
490869374,raise-awareness-about-data-center-construction-near-hobart-in,"Raise awareness about data center construction near Hobart, IN",2025-11-05T03:02:52+00:00,297,3,IN,city,7
491211659,raise-awareness-about-data-centers-invading-rural-communities,Raise awareness about data centers invading rural communities,2026-04-28T19:56:29+00:00,2453,36,,none,1
491200856,raise-awareness-of-the-environmental-impact-of-ai-data-centers,Raise awareness of the environmental impact of AI data centers,2026-04-21T17:08:00+00:00,83,1,IN,city,1
491064660,raleigh-county-data-center,Raleigh County Data Center,2026-03-04T22:40:35+00:00,754,17,WV,city,6
491283485,recall-the-lowell-township-trustees-who-voted-against-the-data-center-moratorium,Recall the Lowell Township Trustees Who Voted Against the Data Center Moratorium,2026-05-19T17:47:33+00:00,505,3,MI,state,5
491229163,regulate-ai-data-center-expansion-to-protect-resources,Regulate AI data center expansion to protect resources,2026-05-09T13:08:38+00:00,39,0,,none,2
490919674,regulate-ai-data-centers-in-chicago,Regulate ai data centers in Chicago,2025-12-09T19:05:35+00:00,59,2,IL,city,117
491061142,regulate-ai-data-centers-to-benefit-residents,Regulate AI data centers to benefit residents,2026-03-02T19:47:01+00:00,46,1,,none,3
491416699,regulate-ai-data-centers-to-save-resources-and-protect-communities,Regulate AI data centers to save resources and protect communities,2026-07-20T12:46:58+00:00,12,1,TN,county,2
491363561,regulate-environmental-impact-of-data-centers-nationwide-bfaa1929-cfd0-42dc-82d6-16c96186fcae,Regulate Environmental Impact of Data Centers Nationwide,2026-06-24T08:29:29+00:00,319,0,,none,2
491028263,reject-annexation-of-rural-land-for-data-center-solar-fields-and-wind-farms,"Reject annexation of rural land for data center, solar fields, and wind farms",2026-02-12T06:16:26+00:00,883,6,OH,city,1
491194024,reject-data-centers-in-rocky-mount-nc,"Reject data centers in Rocky Mount, NC",2026-04-17T04:07:55+00:00,831,7,NC,city,15
491180745,reject-plans-for-any-large-data-center-in-woods-county,Reject plans for any large data center in Woods County,2026-04-09T18:08:29+00:00,248,4,,none,0
491307676,reject-the-ai-data-center-proposal-for-bonner-mt,"Reject the AI data center proposal for Bonner, MT",2026-05-26T18:22:34+00:00,248,0,MT,city,3
491315772,reject-the-change-org-petition-for-the-ai-data-center-in-bonner-mt,"Reject the Change​.​org petition for the Ai data center in Bonner, MT",2026-05-30T16:57:20+00:00,6,0,MT,city,0
490967841,reject-the-data-center-proposal,Reject the data center proposal,2026-01-16T08:03:52+00:00,255,4,TX,city,7
490958455,reject-the-data-center-zoning-exception-that-targets-a-black-community,Reject the Data Center Zoning Exception That Targets a Black Community,2026-01-09T17:14:23+00:00,36,1,SC,state,1
491340253,reject-the-dc-blox-data-center-and-protect-irvington-s-future,Reject the DC BLOX Data Center and Protect Irvington's Future,2026-06-10T20:18:59+00:00,2192,12,IN,state,4
491169818,reject-the-proposed-ai-data-center-plants-in-hunt-county,Reject the proposed AI/Data Center Plants in Hunt County,2026-04-02T16:06:02+00:00,3440,39,,none,5
491418319,remove-ai-data-centers-in-california,Remove AI data centers in California,2026-07-21T05:32:21+00:00,49,6,,none,0
491319214,remove-all-data-centers-in-omaha-area,Remove all data centers in Omaha area,2026-06-01T18:50:52+00:00,32,0,,none,3
491316371,remove-data-centers-from-polk-county-zoning-districts,Remove data centers from Polk County zoning districts,2026-05-31T01:00:11+00:00,77,1,FL,county,0
491042188,repeal-and-fully-audit-pennsylvania-s-data-center-tax-break,Repeal and Fully Audit Pennsylvania’s Data Center Tax Break,2026-02-19T21:48:07+00:00,62,3,PA,state,1
491156896,repeal-pa-233-and-rezone-data-centers-as-special-use-with-conditions-or-heavy-industrial,"Repeal PA 233 and rezone data centers as SPECIAL USE with conditions, or Heavy Industrial",2026-03-25T18:28:32+00:00,281,0,MI,city,3
